"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",47,20407.85,6719.4,5994.93
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150003,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","1501 HARTFORD ST","LAFAYETTE","IN",47904,"IN - Lafayette",12,14744.5,5689.75,5315.08
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",34,19392.17,6430.44,5666.55
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",23,18221.86,6937.65,5630
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",31,12623.77,5441.51,4605.7
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",13,11357.23,5697.92,5008.69
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",29,20078.44,6447.89,5677.13
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",12,17500.16,7032.58,4141.83
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",31,25865.67,6336.48,5523.8
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",24,15264.37,9251.37,4153.04
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",38,18859.28,5822.81,5023.55
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",30,24027,5818.56,5332.3
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",14,12485.21,8261.07,7216.78
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",27,15818.48,5912.4,4658.7
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",21,24993.61,5764.09,5175.71
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",23,12012.3,4896.69,4074.73
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",26,12308.3,5030.46,4251.69
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",15,11643.06,6073.53,5398.6
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",55,25700.69,10760.7,6960.65
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",32,33866.9,7088.53,6142.28
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",11,16125.27,6304.18,5795.45
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",47,17947.29,5224.78,4389.27
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",64,29450.53,8353.75,6207.98
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",21,25103.76,6431.33,5628.85
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",18,20704.55,6190.66,5376.66
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",17,19113.52,5854,5197.52
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",22,14131.59,5260.86,4496.31
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",13,11681.46,5637.53,4600
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",18,16283.61,5872.77,5369.72
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",15,9744,4854.33,3893.53
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",52,17282.25,5799,4950.63
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",43,15056.53,5599.39,4593.37
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",14,16517.14,5213.64,4432.14
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150154,"INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","INDIANAPOLIS","IN",46250,"IN - Indianapolis",14,13131.07,5106.14,4263.92
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",11,20765.54,12571.36,3399.36
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",12,12159.83,5787.08,3920.5
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",15,19656.46,5930.93,5182.66
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",17,15929.58,6530.82,4479
"300 - PERIPHERAL VASCULAR DISORDERS W CC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",11,27735.54,4629.63,3912.18
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",27,11470.59,4551.7,3605.44
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",25,12768.04,4444.12,3676.92
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",13,18718.46,7739.69,2382.3
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",13,8804.46,3827.61,2874.69
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",15,15187,4391,3493.93
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",22,18739.13,4321.5,2848.72
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",21,16171.95,3885.71,3140.19
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",17,12804.29,4016.7,3221.41
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",12,10353.58,4424.25,2468.25
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",25,12655.76,3943.52,2859.92
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",19,8380.63,3497.31,2671.63
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",19,9574.1,3498.52,2729.05
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",25,20594.24,5678.84,4915.48
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",15,17015.6,4243.73,3420
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",26,14099.8,3660,2720.23
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",30,17158.03,4800.03,3420.1
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",13,10393.3,3925.38,3069.38
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",22,17856.22,5022.09,3192.22
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",18,13159,3623.55,2685.55
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",43,10818.44,3954.69,2965.72
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",18,8985.5,3819.38,2815.83
"301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",11,15470.45,4400.36,2618.45
"303 - ATHEROSCLEROSIS W/O MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",22,13186.5,4117.36,3001.54
"303 - ATHEROSCLEROSIS W/O MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",17,12791.35,4000.05,3275.11
"303 - ATHEROSCLEROSIS W/O MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",11,20868.63,3192.72,2375.27
"303 - ATHEROSCLEROSIS W/O MCC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",11,10915.72,4018.09,3403.54
"303 - ATHEROSCLEROSIS W/O MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",62,8742.58,3384.33,2689.51
"303 - ATHEROSCLEROSIS W/O MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",21,11079.57,3981.8,2732.38
"303 - ATHEROSCLEROSIS W/O MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",28,13221.39,3438.07,2635.21
"303 - ATHEROSCLEROSIS W/O MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",40,9507.17,3619.32,2539.07
"303 - ATHEROSCLEROSIS W/O MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",14,12117.35,3510.57,2623.42
"303 - ATHEROSCLEROSIS W/O MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",106,8650.6,3521.66,2654.12
"303 - ATHEROSCLEROSIS W/O MCC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",19,8003.89,5377.47,4613.05
"303 - ATHEROSCLEROSIS W/O MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",28,11065.71,3480.42,2578.03
"303 - ATHEROSCLEROSIS W/O MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",16,18232.68,3476.31,2558.56
"303 - ATHEROSCLEROSIS W/O MCC",150038,"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","MARTINSVILLE","IN",46151,"IN - Indianapolis",16,16492.18,3488,2786.5
"303 - ATHEROSCLEROSIS W/O MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",62,10963.53,3214.72,2422.83
"303 - ATHEROSCLEROSIS W/O MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",17,14765.47,3776.29,2531.7
"303 - ATHEROSCLEROSIS W/O MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",37,7967.43,3758,3029.78
"303 - ATHEROSCLEROSIS W/O MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",26,17841.84,5120.92,4426.76
"303 - ATHEROSCLEROSIS W/O MCC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",13,11350.84,3331.3,2642.07
"303 - ATHEROSCLEROSIS W/O MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",17,16366.05,3849.17,3052
"303 - ATHEROSCLEROSIS W/O MCC",150075,"BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","BLUFFTON","IN",46714,"IN - Fort Wayne",13,10816.69,3421.15,2004.84
"303 - ATHEROSCLEROSIS W/O MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",19,13349.21,3306.15,2190.21
"303 - ATHEROSCLEROSIS W/O MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",41,17256.39,4524.39,2701.6
"303 - ATHEROSCLEROSIS W/O MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",17,14018.82,3242.64,2780.29
"303 - ATHEROSCLEROSIS W/O MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",12,16446.91,3500,2748
"303 - ATHEROSCLEROSIS W/O MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",34,9397.14,3420.7,2825.17
"303 - ATHEROSCLEROSIS W/O MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",40,11104.6,3476.72,2558.7
"303 - ATHEROSCLEROSIS W/O MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",23,11062.3,3364.52,2633.21
"303 - ATHEROSCLEROSIS W/O MCC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",16,15300.62,3285.87,2122.43
"303 - ATHEROSCLEROSIS W/O MCC",150153,"ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","INDIANAPOLIS","IN",46290,"IN - Indianapolis",15,13595.8,3158,2263.06
"303 - ATHEROSCLEROSIS W/O MCC",150154,"INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","INDIANAPOLIS","IN",46250,"IN - Indianapolis",18,15464.33,3155,2402.11
"303 - ATHEROSCLEROSIS W/O MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",12,10113.5,3253.66,2601.33
"303 - ATHEROSCLEROSIS W/O MCC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",19,14863.31,3911.57,2959.94
"305 - HYPERTENSION W/O MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",40,9482.42,4341.62,2959.2
"305 - HYPERTENSION W/O MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",16,13085.5,4197.81,3077.81
"305 - HYPERTENSION W/O MCC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",27,10573.03,4229.51,3313.07
"305 - HYPERTENSION W/O MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",22,11337.27,3598.81,2528.36
"305 - HYPERTENSION W/O MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",15,14763.4,3616.6,2495.26
"305 - HYPERTENSION W/O MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",31,11210.06,3709.87,2476.8
"305 - HYPERTENSION W/O MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",13,13573.76,3694.76,3087.69
"305 - HYPERTENSION W/O MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",32,11834,3732.53,2785.4
"305 - HYPERTENSION W/O MCC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",16,7797.18,5716.56,4598.56
"305 - HYPERTENSION W/O MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",12,14901.5,3657.83,2265.75
"305 - HYPERTENSION W/O MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",24,9759.54,3741.5,2636.33
"305 - HYPERTENSION W/O MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",27,12119.85,3347,2310.7
"305 - HYPERTENSION W/O MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",18,7158.5,4034,2966.66
"305 - HYPERTENSION W/O MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",30,17643.43,5422.1,4520.76
"305 - HYPERTENSION W/O MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",20,12858.6,4004.2,3105
"305 - HYPERTENSION W/O MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",12,15583.08,4532.83,3066.75
"305 - HYPERTENSION W/O MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",43,15850.44,3330.48,2493.27
"305 - HYPERTENSION W/O MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",15,17050.53,4901.2,2923.93
"305 - HYPERTENSION W/O MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",39,15612.35,4207.58,2755.94
"305 - HYPERTENSION W/O MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",23,12614.3,3413.95,2435.17
"305 - HYPERTENSION W/O MCC",150101,"PARKVIEW WHITLEY HOSPITAL","1260 E SR 205","COLUMBIA CITY","IN",46725,"IN - Fort Wayne",12,10318.33,4058.5,3311.83
"305 - HYPERTENSION W/O MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",11,9052.09,3600,2676.72
"305 - HYPERTENSION W/O MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",37,17186.72,4064.75,2929.24
"305 - HYPERTENSION W/O MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",16,14963.5,4348.43,2161.43
"305 - HYPERTENSION W/O MCC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",15,14840,3781.66,2727.26
"305 - HYPERTENSION W/O MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",11,13417.09,3607.63,2581.45
"305 - HYPERTENSION W/O MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",13,18880.92,5937,1855.07
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",37,15309.89,8345.59,7738.89
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",27,21717.81,8448.29,7951.11
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",14,23066.64,6368.14,5642.71
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",14,23024.5,6663,5785
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",17,21821.11,8508.52,7864.94
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",46,22650.41,7270.8,6463.54
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",13,27485.92,7249.84,6214.76
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",12,17573.75,7314.08,6562.08
